,timestamp,open,high,low,close,volume,rsi,srsi_k,srsi_d,macd,signal,hist,SMA50,SMA200,EMA50,EMA200,adx,chaikin_oscillator,pivot_point,support1,support2,resistance1,resistance2,upper_channel,lower_channel,mass_index,ema_mass_index,elliott_wave,williams_percent_r,obv,bollinger_middle,bollinger_std,bollinger_upper,bollinger_lower,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,atr,stoch_k,stoch_d,rolling_upper_avg,rolling_lower_avg,senkou_span_a_ma,senkou_span_b_ma,macd_crossover,macd_crossover_ma,obv_threshold,buy_signal,buy_signal_confidence,sell_signal,sell_signal_confidence
0,2023-10-22 23:35:00,1660.63,1661.47,1660.62,1660.87,1268.132,,,,0.0,0.0,0.0,,,,,,0.0,1660.9866666666667,1660.5033333333333,1660.1366666666665,1661.3533333333335,1661.8366666666668,,,,,0,,0.0,,,,,,,,,,,,,,,,False,,,0,0.0,-1,0.2
1,2023-10-22 23:36:00,1660.87,1661.92,1660.4,1661.27,1203.451,,,,0.03190883190882232,0.006381766381764464,0.025527065527057857,,,,,,0.1272727272728389,1661.1966666666667,1660.4733333333334,1659.6766666666667,1661.9933333333333,1662.7166666666667,,,1.1576470588234677,1.1576470588234677,0,,1203.451,,,,,,,,,,,,,,,,True,,,1,0.2,0,0.0
2,2023-10-22 23:37:00,1661.27,1662.21,1661.09,1662.21,1601.091,,,,0.13153075056220587,0.031411563217852746,0.10011918734435313,,,,,,0.4668595041323442,1661.8366666666668,1661.4633333333336,1660.7166666666667,1662.5833333333337,1662.956666666667,,,1.027642276422764,1.131646102343327,0,,2804.542,,,,,,,,,,,,,,,,False,,,1,0.3,0,0.0
3,2023-10-22 23:38:00,1662.21,1662.33,1662.02,1662.12,787.465,,,,0.20090369821878085,0.06530999021803838,0.13559370800074247,,,,,,0.534703230653804,1662.1566666666665,1661.9833333333331,1661.8466666666666,1662.293333333333,1662.4666666666665,,,0.8613132911392232,1.0775795401025063,0,,2017.0769999999998,,,,,,,,,,,,,,,,False,,,1,0.3,0,0.0
4,2023-10-22 23:39:00,1662.12,1662.12,1661.52,1661.52,1023.968,,,,0.20510297403825462,0.09326858698208162,0.11183438705617299,,,,,,0.3229390068986504,1661.72,1661.3200000000002,1661.1200000000001,1661.92,1662.32,,,0.9377790024799892,1.049619432578003,0,,993.1089999999998,,,,,,,,,,,,,,,,False,,,1,0.3,0,0.0
5,2023-10-22 23:40:00,1661.52,1662.35,1661.21,1662.2,1762.832,,,,0.2603006633662517,0.12667500225891565,0.13362566110733604,,,,,,0.4233137329172223,1661.92,1661.4900000000002,1660.7800000000002,1662.63,1663.06,,,1.0791490362011769,1.0555253533026379,0,,2755.941,,,,,,,,,,,,,,,,False,,,1,0.3,0,0.0
6,2023-10-22 23:41:00,1662.2,1663.4,1662.19,1663.18,1761.619,,,,0.3787569651092326,0.17709139482897907,0.20166557028025356,,,,,,0.737711236023415,1662.9233333333334,1662.4466666666667,1661.7133333333334,1663.6566666666668,1664.1333333333334,,,1.0745587092745534,1.059332024497021,1,,4517.5599999999995,,,,,,,,,,,,,,,,False,,,1,0.3,0,0.0
7,2023-10-22 23:42:00,1663.18,1663.18,1661.52,1661.53,955.854,,,,0.3356243586101755,0.20879798758521836,0.1268263710249571,,,,,,0.27426373856496866,1662.0766666666666,1660.9733333333331,1660.4166666666665,1662.6333333333332,1663.7366666666667,,,1.1505320992801626,1.0775720394536494,0,,3561.705999999999,,,,,,,,,,,,,,,,False,,,1,0.3,0,0.0
8,2023-10-22 23:43:00,1661.52,1662.21,1661.52,1662.12,656.003,,,,0.34507175399039625,0.23605274086625394,0.1090190131241423,,,,,,0.24746578609847347,1661.95,1661.69,1661.26,1662.38,1662.64,,,0.9266397535533202,1.0473855822735836,-1,,4217.708999999999,,,,,1661.9,,,,,,,,,,,False,,,1,0.3,0,0.0
9,2023-10-22 23:44:00,1662.12,1663.4,1662.12,1663.26,879.682,,,,0.4394812887867374,0.27673845045035067,0.16274283833638675,,,,,,0.5767333704441171,1662.9266666666665,1662.453333333333,1661.6466666666663,1663.7333333333331,1664.2066666666667,,,1.0535245425574598,1.048613374330359,0,,5097.390999999999,,,,,1661.9,,,,,,,,,,,False,,,1,0.3,0,0.0
10,2023-10-22 23:45:00,1663.26,1663.42,1661.95,1662.19,3214.673,,,,0.42308441389741347,0.30600764313976325,0.11707677075765022,,,,,,0.3185488939998322,1662.5199999999998,1661.6199999999994,1661.0499999999997,1663.0899999999995,1663.9899999999998,,,1.0763647927332576,1.0541636580109386,1,,1882.717999999999,,,,,1662.255,,,,,,,,,,,False,,,1,0.3,0,0.0
11,2023-10-22 23:46:00,1662.19,1662.35,1661.88,1662.31,467.904,,,,0.41498903426713696,0.327803921365238,0.08718511290189895,,,,,,0.22215079963621065,1662.18,1662.0100000000002,1661.7100000000003,1662.48,1662.6499999999999,,,0.8820925516767211,1.0197494367440951,0,,2350.621999999999,,,,,1662.315,,,,,,,,,,,False,,,1,0.3,0,0.0
12,2023-10-22 23:47:00,1662.32,1662.32,1661.52,1661.52,778.914,,,,0.3408973375851474,0.3304226046092199,0.010474732975927492,,,,,,-0.08884394802498718,1661.7866666666669,1661.2533333333338,1660.986666666667,1662.0533333333337,1662.5866666666668,,,0.9584096845489014,1.0074814863050565,-1,,1571.707999999999,,,,,1662.315,,,,,,,,,,,False,,,1,0.3,0,0.0
13,2023-10-22 23:48:00,1661.51,1661.99,1661.46,1661.83,516.594,55.12820512820525,,,0.3036927622638359,0.32507663614014315,-0.021383873876307247,,,,,,-0.10935598588412176,1661.76,1661.53,1661.23,1662.06,1662.29,,,0.9095005796639496,0.9878853049768352,-1,-52.64900662252169,2088.3019999999988,,,,,1662.315,,,,,,,,,,,False,,,1,0.4,0,0.0
14,2023-10-22 23:49:00,1661.83,1662.78,1661.82,1662.78,338.851,59.26285160038821,,,0.3468664680688107,0.3294346025258767,0.017431865542934022,,,,,,0.19446690643576403,1662.46,1662.14,1661.5,1663.1000000000001,1663.42,,,1.0180764663967057,0.9939235372608094,0,-21.19205298013589,2427.152999999999,,,,,1662.44,,,,0.9828571428571422,,,,,,,True,,,1,0.4,0,0.0
15,2023-10-22 23:50:00,1662.77,1664.19,1662.67,1664.02,1584.288,62.331838565022316,,,0.47565650574438223,0.35867898316957786,0.11697752257480437,,,,,,0.6956247345272004,1663.6266666666668,1663.0633333333335,1662.1066666666668,1664.5833333333335,1665.1466666666668,,,1.1391569787321734,1.0229702255550823,1,-5.483870967744041,4011.440999999999,,,,,1662.825,,,,0.9828571428571422,35.24578541241755,,,,,,False,,,1,0.4,0,0.0
16,2023-10-22 23:51:00,1664.02,1664.19,1663.79,1663.95,887.358,58.46303501945531,,,0.565555748872157,0.4000543363100937,0.1655014125620633,,,,,,0.8151325065168749,1663.9766666666667,1663.7633333333333,1663.5766666666666,1664.1633333333334,1664.3766666666668,,,0.8783490231590566,0.9940459850758773,1,-8.053691275168042,3124.0829999999987,,,,,1662.825,,,,0.9314285714285688,59.5135678391949,,,,,,False,,,1,0.4,0,0.0
17,2023-10-22 23:52:00,1663.95,1664.2,1663.68,1663.69,1071.93,57.511961722488955,,,0.6088038083153151,0.441804230711138,0.1669995776041771,,,,,,0.7071918217384336,1663.8566666666666,1663.513333333333,1663.3366666666666,1664.033333333333,1664.3766666666666,,,0.915960429648366,0.978428873990375,0,-17.056856187290613,2052.1529999999984,,,,,1662.83,,,,0.9464285714285714,82.53333333333406,59.09756219498217,,,,,False,,,1,0.5,0,0.0
